spec_id,deposit_timing,cohort_start,w12,w24,max_drawdown,fees,turnover,unexecutable_rate,funds_insufficient,lot_rounding,suspension_or_missing_price,target_change_unfilled,asset_identity_passed,daily_ledger_sha256,daily_ledger_rows
S4SD-0013,beginning,2014-07-23,457794.6527299999,836051.5511199997,-0.16103686690756291,4278.248879999999,6103636.400000001,0.06521739130434782,1,0,0,2,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2014-08-01,418026.31503,797593.1023200001,-0.1591307451737597,3846.8976800000005,5486912.399999999,0.06976744186046512,1,0,0,2,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2014-09-01,409608.29086,781977.41069,-0.16007352621476023,3467.5893100000008,4944535.3,0.06976744186046512,2,0,0,1,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2014-10-08,400453.20692,775031.8893,-0.16091663096442987,3137.8107000000005,4474757.000000001,0.024390243902439025,1,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2014-11-03,420486.52043000003,779186.73921,-0.1607893095570947,3291.7607900000003,4696273.7,0.023809523809523808,1,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2014-12-01,368310.47961999994,734269.5938200001,-0.16042533891841948,2937.0061800000003,4191339.4,0.025,1,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-01-05,395328.8132899999,754532.9726,-0.16016240646257607,2601.4274,3712850.0,0.02631578947368421,1,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-02-02,396340.03206999996,724289.6625,-0.15999427837149027,2359.5375,3368341.0,0.027777777777777776,1,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-03-02,412421.2549299999,751938.9664100001,-0.1594733790525208,2636.53359,3764835.7,0.02631578947368421,1,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-04-01,371920.75182,719096.53435,-0.1582579498446045,2355.86565,3364667.5,0.02857142857142857,1,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-05-04,408087.15106000006,748168.01416,-0.15763754136975827,2143.1858399999996,3061625.1999999997,0.0,0,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-06-01,367371.73058,715993.4650900001,-0.1530504877690877,1928.93491,2755621.3000000003,0.0,0,1,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-07-01,367774.4531,707922.4306000001,-0.033601280476963646,1758.5693999999996,2512242.0,0.0,0,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-08-03,400207.87318,736652.9661399999,-0.033580776628965414,2112.3338599999997,3017619.8000000003,0.0,0,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-09-01,364631.74381,707642.7373200001,-0.03346448598709728,1914.6626799999997,2735232.4000000004,0.0,0,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-10-08,365436.54056999995,708105.00359,-0.0334582187821596,1755.2964099999997,2507566.3000000003,0.0,0,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
S4SD-0013,beginning,2015-11-02,388262.08266,734889.38156,-0.033455029376605716,2573.31844,3676169.2,0.0,0,0,0,0,True,8898196d5a04732425d3abd007e166846b5e87f7b63db433d2ec79cc4e8f3ef4,117728
