spec_id,deposit_timing,cohort_start,w12,w24,max_drawdown,fees,turnover,unexecutable_rate,funds_insufficient,lot_rounding,suspension_or_missing_price,target_change_unfilled,asset_identity_passed,daily_ledger_sha256,daily_ledger_rows
S4SD-0008,beginning,2014-07-23,422783.94945,814643.30594,-0.11206796867068336,6496.49406,9280705.799999999,0.1956521739130435,0,0,0,9,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2014-08-01,388366.65035999997,783289.8040499999,-0.11190746376500982,5965.19595,8521708.5,0.22727272727272727,0,0,0,10,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2014-09-01,386451.77024,767534.6639900003,-0.11196601848407695,5448.93601,7784194.299999999,0.23255813953488372,0,0,0,10,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2014-10-08,382253.77178999997,768113.9286399999,-0.1117680414540344,5022.67136,7175244.800000002,0.19047619047619047,0,0,0,8,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2014-11-03,407723.84932999994,762357.57573,-0.11189108382466251,5610.22427,8014606.100000001,0.20930232558139536,0,0,0,9,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2014-12-01,347686.49442999996,716433.1911599999,-0.11147095030282861,5146.0088399999995,7351441.2,0.21951219512195122,0,0,0,9,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2015-01-05,381083.46116999997,736991.4509699998,-0.111635548341391,4723.04903,6747212.9,0.175,0,0,0,7,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2015-02-02,385751.16417,709491.86107,-0.11165968295286821,4335.638929999998,6193769.9,0.2222222222222222,0,0,0,8,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2015-03-02,422573.2907499999,740784.2737300004,-0.11101990072977164,4993.42627,7133466.099999999,0.23684210526315788,0,0,0,9,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
S4SD-0008,beginning,2015-04-01,377356.28307999996,710881.2585900001,-0.11090808877316338,4584.24141,6548916.3,0.19444444444444445,0,0,0,7,True,b24a7457624c151b21436d6d73f658c2bac372b1c1a674a6a9bab40aadd80acf,117728
