spec_id,deposit_timing,cohort_start,w12,w24,max_drawdown,fees,turnover,unexecutable_rate,funds_insufficient,lot_rounding,suspension_or_missing_price,target_change_unfilled,asset_identity_passed,daily_ledger_sha256,daily_ledger_rows
S4SD-0055,beginning,2014-07-23,460949.69539000007,935886.2752500001,-0.16940461421787645,2645.22475,3778892.4999999995,0.05,0,0,0,2,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2014-08-01,419401.43601,891582.5867899999,-0.16921115640959483,2343.3132100000003,3347590.3,0.05263157894736842,0,0,0,2,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2014-09-01,409514.20371999993,864771.0116199999,-0.16937062219093313,2065.68838,2950983.4000000004,0.05263157894736842,1,0,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2014-10-08,397184.38165000005,850825.97482,-0.16922343566395837,1839.32518,2627607.399999999,0.027777777777777776,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2014-11-03,416240.88482000004,860147.95729,-0.16891773935051413,1630.1427099999999,2328775.3,0.02702702702702703,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2014-12-01,375590.2726899999,776691.52917,-0.16891074491319646,1391.17083,1987386.8999999997,0.02857142857142857,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-01-05,400383.58890999993,790270.6800599999,-0.16859959740114128,2027.41994,2896314.1999999997,0.02857142857142857,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-02-02,400412.6010800001,756514.13598,-0.1683376631514487,1841.66402,2630948.5999999996,0.030303030303030304,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-03-02,424296.58317,780967.18931,-0.16841411688771746,1660.11069,2371586.7,0.030303030303030304,0,0,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-04-01,380447.72307000007,743908.1125599999,-0.16807667917318492,1506.2874400000003,2151839.2000000007,0.03225806451612903,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-05-04,422808.29620999994,762927.4036899998,-0.16589718183607327,2153.49631,3076423.3000000003,0.03225806451612903,0,1,0,1,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-06-01,377345.51003000006,729386.53193,-0.16201628867914042,2003.5680699999998,2862240.1,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-07-01,403086.75625999994,716479.74963,-0.05617241477277912,1870.35037,2671929.1,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-08-03,436065.69035,749525.4782299999,-0.05616637931875024,1792.0217700000003,2560031.1,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-09-01,393275.13497,719994.8312399997,-0.05618451564188942,1680.3687599999998,2400526.8,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-10-08,390871.92806999997,714884.5179500001,-0.05618556669011099,1582.58205,2260831.5,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-11-02,412684.73024,737080.1306,-0.05619175900037776,2196.0694,3137242.0,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2015-12-01,363449.95423000003,704895.6080100001,-0.05614441696818362,2052.29199,2931845.6999999997,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-01-04,388375.4416699999,736396.12174,-0.056150340019276546,2677.57826,3825111.8,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-02-01,356280.31372000003,705062.5798000001,-0.056168160702130376,2502.4202,3574885.999999999,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-03-01,354300.85839999997,695021.1295700002,-0.05613170817680824,2342.7704299999996,3346814.899999999,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-04-01,353344.38807999995,697507.80446,-0.05618882093775279,2915.0955399999993,4164422.1999999993,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-05-03,380041.00232999993,732720.9303600001,-0.05612738769905967,2766.66964,3952385.2,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-06-01,349573.16682000004,703417.9730300001,-0.05609516262264547,2597.32697,3710467.1,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-07-01,343639.59787000006,707004.4861900001,-0.056155558190565724,2449.6138100000003,3499448.3000000003,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-08-01,348776.50260999997,711874.9365200001,-0.05609337882008825,2299.0634800000003,3284376.4,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-09-01,352655.00596999994,714486.7760300002,-0.056011506658987575,2165.22397,3093177.0999999996,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-10-10,381530.50986000005,748868.1531199999,-0.05596182112457493,2045.1468799999998,2921638.4,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-11-01,351646.09634,721510.5451199999,-0.055758506922261586,1876.75488,2681078.3999999994,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2016-12-01,353517.10643,725209.2893100001,-0.029057180909630276,1725.91069,2465586.6999999997,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-01-03,384989.2173099999,777783.15824,-0.029012598925636568,2311.34176,3301916.8,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-02-03,386542.55675999995,780189.5327699999,-0.029011662693779194,2156.1672300000005,3080238.8999999994,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-03-01,353433.96683,745648.6863500001,-0.029012041204794947,1985.91365,2837019.4999999995,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-04-05,385617.42035000015,768279.18648,-0.02898909012615314,1847.8135200000004,2639733.5999999996,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-05-02,359079.17542,733968.19513,-0.028971650273110217,1677.80487,2396864.099999999,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-06-01,359148.27238000004,753442.4907600001,-0.028744311098676922,1553.30924,2219013.2,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-07-03,391234.26970999996,818879.5028899999,-0.020475844537538146,1435.3971099999999,2050567.2999999998,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-08-01,362368.36756000004,804175.6028100001,-0.02048510067492748,1294.4971900000003,1849281.7000000004,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
S4SD-0055,beginning,2017-09-01,362438.743,865787.9479999999,-0.020482536052343736,1167.852,1668360.0,0.0,0,0,0,0,True,66426ff57f90cb9a260cc13f5c12925ff0ea267b468a83b6b15430265f609162,117728
