spec_id,deposit_timing,cohort_start,w12,w24,max_drawdown,fees,turnover,unexecutable_rate,funds_insufficient,lot_rounding,suspension_or_missing_price,target_change_unfilled,asset_identity_passed,daily_ledger_sha256,daily_ledger_rows
S4SD-0074,beginning,2014-07-23,443552.93033,842627.1070900001,-0.11801338799892258,1330.09291,1887427.6,0.027777777777777776,0,0,0,1,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2014-08-01,404667.45644000004,804113.5338300001,-0.11780199984350381,1229.16617,1744133.8,0.05555555555555555,0,0,0,2,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2014-09-01,396957.43677,788080.6506500001,-0.1181525003021141,1120.3493500000002,1590061.1999999997,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2014-10-08,387918.89536,780068.9503600001,-0.11796392556506718,1017.2496400000002,1444169.7999999998,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2014-11-03,409856.98247,798303.3213500001,-0.11792030280053956,924.87865,1314571.2000000002,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2014-12-01,372368.22502,736218.67426,-0.11759396774332787,827.3257400000001,1176331.5999999996,0.029411764705882353,0,0,0,1,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-01-05,397963.42378,758093.89037,-0.11741089855360376,744.8096300000002,1059709.9,0.029411764705882353,0,0,0,1,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-02-02,396486.56313,726271.67153,-0.11759860849855142,656.4284699999997,934018.8999999999,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-03-02,394373.64275,768034.7810100002,-0.11641308113934967,587.0189899999999,835430.2999999998,0.03333333333333333,0,0,0,1,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-04-01,357153.60529,736163.5149099999,-0.1171261794195202,540.4850899999999,769805.0,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-05-04,396285.60798,766623.9855200001,-0.11562384410554116,496.61447999999996,707984.4,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-06-01,357836.37142999994,734483.41774,-0.11420599330164116,450.78226,643077.6,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-07-01,375636.12092,726281.05841,-0.03766837163069181,401.0415899999999,572587.3,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-08-03,408989.93510999996,753791.9605200001,-0.03765328082991404,876.4394799999999,1252056.4000000001,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-09-01,372505.86286,723435.2602199999,-0.03764929241600068,824.93978,1178485.4,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-10-08,372469.51430000004,722610.5374099999,-0.03764336132260726,773.3625900000001,1104803.7,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-11-02,398715.18753999996,748581.0873499999,-0.037645289831368056,1231.71265,1759589.5,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2015-12-01,357842.94419,719166.3141199999,-0.03763503453639039,1169.2858800000001,1670408.4,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-01-04,385765.19221,750323.84631,-0.037629510942248534,1096.95369,1567076.7000000002,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-02-01,356629.58545,719966.85828,-0.03766959595389352,1034.64172,1478059.6,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-03-01,365074.83435,713701.83279,-0.037647650478946915,967.26721,1381810.3,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-04-01,363392.79746,714522.5279300001,-0.037606346828809034,1405.5720700000002,2007960.1,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-05-03,393717.00853,747062.8421100001,-0.037628547633791753,1355.9578900000001,1937082.7,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-06-01,362348.06832,716602.9306600002,-0.0375875250404909,1268.36934,1811956.2,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-07-01,357208.14645,718136.33597,-0.03756244738797454,1210.76403,1729662.9,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-08-01,357077.41911,720551.3829300001,-0.03758776019640053,1139.11707,1627310.0999999999,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
S4SD-0074,beginning,2016-09-01,358346.95773,721460.3522,-0.03754085564406662,1083.1478,1547354.0,0.0,0,0,0,0,True,1cd6c680b71ba30da7ae99916eacac96fdb9e6e80d31ff18393ecd5fd9b0f982,117728
