spec_id,deposit_timing,cohort_start,w12,w24,max_drawdown,fees,turnover,unexecutable_rate,funds_insufficient,lot_rounding,suspension_or_missing_price,target_change_unfilled,asset_identity_passed,daily_ledger_sha256,daily_ledger_rows
S4SD-0006,beginning,2014-07-23,439977.8277600001,825681.12435,-0.11201531784414953,5252.57565,7503679.5,0.02127659574468085,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2014-08-01,403619.55198,791515.6773299997,-0.11200058081860187,4815.52267,6879318.1000000015,0.022222222222222223,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2014-09-01,398244.25008,775543.8968599999,-0.11196679331904191,4387.80314,6268290.199999998,0.045454545454545456,0,0,0,2,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2014-10-08,391953.2312200001,772659.8591700002,-0.11193416324689398,4012.0408300000004,5731486.9,0.023255813953488372,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2014-11-03,414709.1195999999,771805.9787900001,-0.11178578458894006,4412.82121,6304030.3,0.022727272727272728,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2014-12-01,358803.9588299999,726721.19897,-0.11197040983593409,3986.9010300000004,5695572.899999999,0.0,0,0,0,0,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2015-01-05,388570.14878000005,746394.6072800001,-0.11143155338672162,3641.392720000001,5201989.600000001,0.024390243902439025,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2015-02-02,390248.18533000007,716328.10274,-0.11139973872533415,3323.0972600000005,4747281.8,0.0,0,0,0,0,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2015-03-02,416004.1735099999,745144.6787800002,-0.11123866580830477,3779.8212200000007,5399744.6,0.02631578947368421,0,0,0,1,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
S4SD-0006,beginning,2015-04-01,373943.61889999994,714463.6882600001,-0.11090808877316338,3449.31174,4927588.2,0.0,0,0,0,0,True,3c74ca606ef0f1d2b2443e713f43955f51f583fbff76d0265c0b249cced08af9,117728
