spec_id,status
CO-0648,complete
CO-0649,complete
CO-0650,complete
CO-0651,complete
CO-0652,complete
CO-0653,complete
CO-0654,complete
CO-0655,complete
CO-0656,complete
CO-0657,complete
CO-0658,complete
CO-0659,complete
CO-0660,complete
