code,start,end,total_records,pages,last_page_reached,candidate_records,index_sha256,request_url,sql_id,fetched_at,evidence_tier
510050,2013-03-15,2023-12-31,317,4,True,16,85e9d975bbd9e5e928c0be0c527c3a1f06a11033d8d034287d0adc5224c06090,https://query.sse.com.cn/commonQuery.do,COMMON_PL_JJXX_JJGG_NEW_L,2026-07-11T19:47:42.203799+00:00,official_sse_announcement_index
510300,2013-03-15,2023-12-31,179,2,True,16,dcab20350f8307d128c6661ba97bb5bc6097670ae6192707ef2f3eeaad17eb3e,https://query.sse.com.cn/commonQuery.do,COMMON_PL_JJXX_JJGG_NEW_L,2026-07-11T19:47:57.876228+00:00,official_sse_announcement_index
510500,2013-03-15,2023-12-31,214,3,True,10,ab6445cea8e7fe80e4eb273227b2f7ddf75df2c51585ab07facaf36486b2ded9,https://query.sse.com.cn/commonQuery.do,COMMON_PL_JJXX_JJGG_NEW_L,2026-07-11T19:48:20.959122+00:00,official_sse_announcement_index
