strategy,family,deposit_timing,n_windows,p_success,p_w12,p_w24,median_w24,p10_w24,p90_w24,median_max_drawdown,p95_max_drawdown,p_w24_below_deposit,p_w24_below_720k,p_drawdown_gt_35,p_drawdown_gt_50,avg_turnover,fee_drag,financing_drag,score,worst_w12,worst_w24,p5_w24,p95_w24,worst_drawdown,worst_recovery_days
S0_dca_510500,S0,ending,234,0.0,0.017094017094017096,0.017094017094017096,720000.0,641909.5547415289,937028.8488032026,0.13412102826121652,0.44266789958786523,0.27350427350427353,0.27350427350427353,0.0811965811965812,0.0,0.0006061043619066198,110.30301303497237,0.0,-21.825137621502986,273549.1334874041,529275.2256958638,611832.1929424211,1015574.9084556117,0.4692545951871473,236.0
S1_mom_lb20_top2_weekly_ma200,S1,ending,234,0.0,0.021367521367521368,0.017094017094017096,720000.0,667533.5040922615,808432.0695278457,0.07947801690217138,0.2641831849921561,0.3247863247863248,0.3247863247863248,0.0,0.0,0.036033527487813785,4815.045380950311,0.0,-21.94436911771932,320421.5456829649,608296.2590413454,654944.2000982875,983661.9737841816,0.2846733257742773,194.0
S0_dca_510300,S0,ending,234,0.0,0.02564102564102564,0.01282051282051282,720000.0,648666.6918950444,877447.8899259716,0.12443336355394374,0.3407806826033626,0.3076923076923077,0.3076923076923077,0.04700854700854701,0.0,0.00020294012252165513,24.76923076923077,0.0,-22.162986320989475,280573.7452411435,551698.1930142293,631642.0969601918,920447.4934630431,0.40350659493842556,199.0
S1_mom_lb120_top2_monthly_ma60,S1,ending,234,0.0,0.008547008547008548,0.004273504273504274,720000.0,637418.0768709637,810823.9099105082,0.11040063682836837,0.2445133242047861,0.33760683760683763,0.33760683760683763,0.0,0.0,0.013260826105242611,1664.2867432144392,0.0,-22.165360052611554,295014.4400340932,547947.7210702442,612865.1051019997,889579.648688416,0.24451332420478633,155.0
S1_mom_lb120_top2_monthly_ma60,S1,beginning,234,0.0,0.008547008547008548,0.004273504273504274,720000.0,633271.3190574925,820345.1862736107,0.11040063682836854,0.2445133242047861,0.33760683760683763,0.33760683760683763,0.0,0.0,0.013832305917503337,1804.6504534916494,0.0,-22.17107485073416,285271.52226252254,539059.6584252813,606954.6535898034,899243.9129901932,0.24451332420478633,156.0
S1_mom_lb120_top1_monthly_ma60,S1,ending,234,0.0,0.004273504273504274,0.004273504273504274,720000.0,631017.5174653457,811694.0207496549,0.11984722168663492,0.27743589743589725,0.33760683760683763,0.33760683760683763,0.0,0.0,0.01505239573401396,1920.1974037600423,0.0,-22.18327574889927,292848.31656006793,541294.3568321549,610489.3811495943,866658.0030917813,0.2774358974358976,156.0
S1_mom_lb120_top1_monthly_ma60,S1,beginning,234,0.0,0.008547008547008548,0.004273504273504274,720000.0,625000.9437618263,816506.5271060402,0.12504626019945597,0.27743589743589725,0.33760683760683763,0.33760683760683763,0.0,0.0,0.015623875546274684,2081.667878297718,0.0,-22.188990547021877,283070.7648836218,532007.4008859805,604607.5569039923,877604.2035708666,0.2774358974358976,172.0
S0_dca_510300,S0,beginning,234,0.0,0.029914529914529916,0.01282051282051282,720000.0,643304.4120786564,885963.1659034352,0.12443336355394385,0.35345958436734704,0.31196581196581197,0.31196581196581197,0.05128205128205128,0.0,0.0014956065573341075,40.02564102564103,0.0,-22.432323241747852,274510.14223027136,544033.6444248874,625757.99100233,933989.0031269881,0.4052427911434433,219.0
S1_mom_lb20_top1_monthly_ma200,S1,ending,234,0.0,0.02564102564102564,0.017094017094017096,720000.0,650021.3538397704,858209.7083674966,0.10734679653923845,0.32324735452512954,0.3162393162393162,0.3162393162393162,0.038461538461538464,0.0,0.019958680338792698,2562.942911021511,0.0,-22.44601380862227,291399.1848967092,563779.8430211743,612748.3173857108,914227.0963923217,0.37675420776188917,235.0
S1_mom_lb20_top1_monthly_ma200,S1,beginning,234,0.0,0.02564102564102564,0.017094017094017096,720000.0,644980.1121356199,867264.7684961176,0.11949685534591181,0.33451798036369046,0.3162393162393162,0.3162393162393162,0.042735042735042736,0.0,0.020477255264950592,2772.243114021824,0.0,-22.558037164721455,281530.8509222897,556640.5216696565,607124.2353079143,927151.0290696402,0.3782010036573361,236.0
