chunk,rows,sha256,mode,validated
20121206_20121206,1,ced66fc951e24aacb067c3ea472d087e397aeeead2e490275e702eb79c0793ee,cache,True
20121207_20121207,1,39c9186f11d841318ca7f9a8cd88726f7d99045f3f401cf8b48c4827caeabbd2,cache,True
20121210_20121210,1,fc58642d5baf0104ef4051cae968ac30d6240830a6206a36b8e04342d7e64b2d,cache,True
20121211_20121211,1,bafb1291db1a264e21d72b3c2175115e4b7e18fff16fb4a46f334767bc989241,cache,True
20121212_20121212,1,d3f8525875568d35bb6b8ccfb1a2fa60ab4e883855a149abe804284258c8cfeb,cache,True
20121213_20121213,1,c9e118b7d88b7c7960dacb3fafb2d5e3c8642f4874704446d4efb4c1891e7dd2,cache,True
20121214_20121214,1,5b20afc72a4a9e4ac4ad07f83c0b2b6aeb7069c74edcb5f27dde56317f11758b,cache,True
20121217_20121217,1,bc1d91bde84ae38c9d9ca863092061a2e688af27b1ec482522303dd2bbc612eb,cache,True
20121218_20121218,1,254cec4d9b254fbdbe59c993b3b98271c8ffea27118cd8f8f162dce13c08d7b7,cache,True
20121219_20121219,1,b16752520aa91acebcb10c2022862a58cd48eccd855c9cc09c9d73ff5b5711b0,cache,True
20121220_20121220,1,d8525375a5d7a42d4ffdfe74253b140279738967214d44dc9ee757e2dbc7692d,cache,True
20121221_20121221,1,308dc1a782521ce6c9defeaf6aeb70738e55fafa30976f2150527c8553a630ab,cache,True
20121224_20121224,1,dd8804402aaec1c34028da2764a3a410ab185823b9635416a42d1e1a0daef8d0,cache,True
20121225_20121225,1,9a18c005f558f534508dbd1f0c46a7092cd61d8b32f45d8c868a1cde492580db,cache,True
20121226_20121226,1,66db6f5679e9ba12708fe547b951d0bd43e79891fe89c91cf575120905954bbb,cache,True
20121227_20121227,1,edf1e407b16c6a86abb3a87ca129a5b85c161a0f1ca039111b11573a51ddcf9a,cache,True
20121228_20121228,1,8d4a89ea0931e825b7863e9e32b91ea59459de5382b067bd1255367404d030ce,cache,True
20121231_20121231,1,a0ca2f2492481cb86bead9ce26ce01dbe1910cb3555bc06a0c6541d2c4af2227,cache,True
20130104_20130104,1,bcae3672ef140d8986e725ee8c34180a50c3fc91536693541a8ed9aa49ec9784,cache,True
20130107_20130107,1,4a956254ef5234278ae2d813e4929bbbe20d4426278537ddfe89727284ec6acd,cache,True
20130108_20130108,1,7b40f1b08b6d1a026dbfca609a50f172152a992accb8ca6240ff40fbd477123f,cache,True
20130109_20130109,1,6f7f32a31bc4306052a49eb8c16ed9c53202e04694b6c50d5106032cac795d1f,cache,True
20130110_20130110,1,bdca37e5f31bf8f5614026daffed606a1455a0619171ad2874610b1e77621cd1,cache,True
20130111_20130111,1,01ff5a39d2c70429c708a6d27aa7ad4841b5e02b588434fb7e21f4d8ce340020,cache,True
20130114_20130114,1,4a82d0906160ba5ba9d3f43dcbb6029c02b091353d1dc51bfd7cf7ac7fa08dc7,cache,True
20130115_20130115,1,8a069de0e42ed3ca2dd6b881a311e4ffe62743d499b3d1394ecdb0389a8e2eee,cache,True
20130116_20130116,1,b6876aab1de5c61487b7c207eae069ac461afec4863f46f6504fe5b805c5c7f6,cache,True
20130117_20130117,1,124e8adf12b1a97ee9393886e63af3f45799a599d0ea521c970d6a817c5c416f,cache,True
20130118_20130118,1,e52057b8f22a127a0a8357acf5fed93a349924a890025c83950e5ad505c4fa3d,cache,True
20130121_20130121,1,4a598831640a359a138c2392c990c040eccaa300b0dc296417cf4c9d8bc895b3,cache,True
20130122_20130122,1,5f2965f8051059b353b68eef093b6c465554b7a762bb664ead2767ed1219e924,cache,True
20130123_20130123,1,a5c9c9a8a2d3b80823b1e13c94550a88470606acf4898eeaaeeb75ac9bf0246a,cache,True
20130124_20130124,1,5a25d7fc77292d39f9f597a0c9c664aafc206f2055e307563e19875ecd36c812,cache,True
20130125_20130125,1,f0b196f92eb6e373a30fd7a24c282c4c49970a18c3eaa3005ef0761bdb21957e,cache,True
20130128_20130128,1,4e459f3bb975be1a7c143d25452cb25b6c3a07c812f5851053efb13e00822940,cache,True
20130129_20130129,1,9c69df54101dada8a156a5aebd3830f91627ed3cdab3f236c0592a0cc38073cf,cache,True
20130130_20130130,1,bcbc04e400591cf88312f51148567a99947b00e1a95123d832c4fe06945d82d5,cache,True
20130131_20130131,1,3a6f94c1148f6d38284d80b847414f1fa2f8d7b4d5a27e56a111faa86ab4dc0f,cache,True
20130201_20130201,1,a5d354178c4ebb3f82b8483335362925844fe86470b5e86543540d5076c877e9,cache,True
20130204_20130204,1,7946ac463f0bc544697c88b0ae13c54154e5a31dc4aab11f69f34ee9319efb6a,cache,True
20130205_20130205,1,d4d7d9e74f76626333e3de729ea2d6306f8f557ded52a4d3c19b1ffbbc3f9813,cache,True
20130206_20130206,1,f77e5f5ef6136eff43acdb4dd72a2e3f83ac404367f3b04b1bf67e82a7806199,cache,True
20130207_20130207,1,8eab883f2221f0f3501d0cf865f8b3c6bf80844ad260cb81ebd01d6f723add4b,cache,True
20130208_20130208,1,8214eaff3429f06181509cbc9461f720db5842af14fe862ad95f1070c7101df5,cache,True
20130218_20130218,1,3b9785fef4a4ffe6fdd27f7410af038f4732883a81807ca8d600e37cf4277860,cache,True
20130219_20130219,1,db1c9b5168e391b4e367492c4b0151712e2727839a979f1433bbcf688a2980d9,cache,True
20130220_20130220,1,553832d598e15bd7cc65754ddb4f648aa704ebb7f3fc5b0b1d83cfe86cc4fe54,network,True
20130221_20130221,1,0de18d858a23d62a52e17dbf122bff268c0f369ad5809f3cfa8c34f529e75cef,network,True
20130222_20130222,1,de4fbd3d289af6e0b5b6c4d2f0b626cc6e019a222cba1ad217cc0a65ce73ed04,network,True
20130225_20130225,1,5bd3e10d6d6e907269480ec6c489667dfa3bfb5e86a887e6bb3f632575687ebe,network,True
20130226_20130226,1,7823e22436822c533aa8b91305f9c5d6ec5552b152187e1c54ae45c56bc89ab2,network,True
20130227_20130227,1,0dab1c14ce349214ee31d17d0eb2606d73b9b54809c7c0230849258f347ffc20,network,True
20130228_20130228,1,7bf543f3fb4ad53b95f151c7dafa1ad1bc05c98d45124779f17c7688302ec517,network,True
20130301_20130301,1,b6a2fc433f8ce19322fdbea6b30bf5bf16a800872df51f15681fbf80593f158e,network,True
20130304_20130304,1,14cee3e646d2728a950db00d70c571237f57cdab1a7c9fa8409f604917005929,network,True
20130305_20130305,1,01ee5b525831b4ef3291b1b2f40042bb818a4e918f4def7e4735eb029a70c355,network,True
20130306_20130306,1,3a999c9c3728f03b32fb9955c560de0ca421dbe760034a4f64c6529063a59057,network,True
20130307_20130307,1,a3f6da1332df30c960ca9e7126847d2cf75cf611b48fc484f4a8dbfe2fa52647,network,True
20130308_20130308,1,63ebb4000dbf1874b871632e461be8aeee2cbecb97a9ede87eb4d34e80dd93de,network,True
20130311_20130311,1,47f382bb715879be99f5b2f4caa3dcffa79823fd0dda5f9820a27bfc939f31dc,network,True
20130312_20130312,1,e1d348f65c49c37deff08a69ac07432d350593a7b8204b6e08959deaf3782e0f,network,True
20130313_20130313,1,67d9df88f09f9c7c650cfead1701fee17514465b24d45682cba6241d2d5f04ea,network,True
20130314_20130314,1,413017b46ae230b607b3ea495830be663863ad626c21a68d1ebe06ad5fa77a3e,network,True
20130315_20130315,1,a36e9b2d464027b6eeaaadcca3f7b33baec29f30db4df38b798521c37b3bfa92,network,True
20130318_20130318,1,157820a155c4e5a331746c44d2df17f1e16dccf515d90007311c8180bca91d7a,network,True
20130319_20130319,1,6bcf706a655ff53b6a97b5b7552e8559c856cdce27b6d48c74af26875f56dd32,network,True
20130320_20130320,1,23f111f548af0e558a663cd44125681e128c680c18aa7edfffe9314245fcf189,network,True
20130321_20130321,1,ecf443a53ff94a3291640617794e25c9387fd1f40b35342e7141ca92d521431c,network,True
20130322_20130322,1,768e356b9e2b0375691b22df9b3e1a2fac0478b1ff84e8fd9cafb823cb40e3c1,cache,True
20130325_20130325,1,c465f380f2b413c1e02ffad86980ec68435039ad7e9ed182501fcacac79b942a,cache,True
20130326_20130326,1,02ad251528e02e50c87e95e1ba5582d9b0237b4ab1f71a2208655cee18f4d714,cache,True
20130327_20130327,1,493efb19479364eb0bc3c84a31ea11035bba4fbee8bf498ff89e5f6ea375c9c1,cache,True
20130328_20130328,1,5cb7ab2b1fc4c34aa7f40ecd8e22f491c4a2f5d2df0671a6ae6d5fbf7c0769d1,cache,True
20130329_20130329,1,923fb88b55ef278086ad3c7443c5ca2a3b0a9406c473f327e5291bcec3308d14,cache,True
20130401_20130401,1,6772688bad5db342126b931a2b4566101d285bed25df1c5e7a04adece8328bf8,cache,True
20130402_20130402,1,714060e3d822f5fad764c6e1128e6212dd7613e69e38e6c783adf4571fcb0e41,cache,True
20130403_20130403,1,b02646fd510747467002b416487efb0180ed2431acc76778712cea6581ac71fc,cache,True
20130408_20130408,1,9f33a463cd9bce74c356c92d1f00d14351b013254a219aa9da88587d9947deed,network,True
20130409_20130409,1,79cc1eb91d9ce003f6734ca563445e1e67e38e1c14c1dd78bb1e4c9e9d243c2f,cache,True
20130410_20130410,1,f4af589a0ee62935b84fab2e193c5f796fb8be83997f15f586fe561dc1dd8239,cache,True
20130411_20130411,1,cc0f118849d88a39f2ff75134f69c08a2de94948603295d0813da5ad34191cea,network,True
20130412_20130412,1,e4ff0573c5b82488f528b48af2e7eb555b990a51f72be50b96d72506ce11b81b,network,True
20130415_20130415,1,b2747e0d9fa944dd0a07c28e600490712460d75cacb93eecece4fb487314dc23,network,True
20130416_20130416,1,9635457f8ac7252cbd686bdccfebfd19d8dc113e8d17addf311bcc0b40e54a37,network,True
20130417_20130417,1,9d251aafee4535c152004b944e5d6dd12a6d2cd8b06ba795aca3788d39d0ec38,network,True
20130418_20130418,1,13f68620dd1470e5e35aea7911a9ba7a353d8688e5f3469a812e5e0067ed503a,network,True
20130419_20130419,1,7cb57a133c1e89aed01250da5cba8b1e665d49c322aa9e92912c0a2e0b506619,network,True
20130422_20130422,1,184121c493a65d4156b9b3cc6d137478acbc2952d794cb584d733937e4458855,network,True
20130423_20130423,1,7af7c3b97bda4852a0357cd7c8a43223119a1e41c1a59bcb4ce5655c9a8be9d4,network,True
20130424_20130424,1,2070665c4f004170c557aa6bba881f736a9e8bd6650ad355675602820c2086c7,network,True
20130425_20130425,1,6d6ee6006b7a81540ea9cc3bbcdc717e80e4b7176746474d5c370eb7bed607ab,network,True
20130426_20130426,1,4f1dc41c93c3506327872eb57d32ecb252935e835cc6fe814bba6a84c2c11460,network,True
20130502_20130502,1,a52b9353c11ad78aacb4d45e91746ec4265c1790e69afb7d77d9cf4730a6f759,network,True
20130503_20130503,1,95220d02b805750e8b09400b75946b07bbb25a21d121cfa336dd5da39471c079,network,True
20130506_20130506,1,f781f0fd5203103366331979779c534134c4cea0c42040ffcddb7f731eae1094,network,True
20130507_20130507,1,a923ea1e9d70309e4728d16658503c76dcf8a55527d500015217581ea112e03a,network,True
20130508_20130508,1,f8522535881ea077387eaa8a145d9616f1b3474355dbba377753bb410b697f4c,network,True
20130509_20130509,1,6b033be82be601a5d16ba0827c19bc755a3c0037923941466d9b91aade0d7351,network,True
20130510_20130510,1,edea961dee2cd8eddb27f5efe620096f5169981902214361470d9186872bfce6,network,True
20130513_20130513,1,4a84b849c077b89b389f0e7aad1972e823405e75aefe7c41a4a4c1c87d052cf8,network,True
20130514_20130514,1,0b82c170623a34691717982623d68f5234d712023bdff8f22a2df75c0a35f998,network,True
20130515_20130515,1,25178e604dcaece36c69986b56a358b177fb724c0c0ea006958f00c5719d9ac9,network,True
20130516_20130516,1,d4da516e972ceac80db70f0ffaa60bf9fbb9fa0c2f507da50c99d4c36f73ce62,network,True
20130517_20130517,1,8fc9427d6768b4d5d2cfcaf958745b72d1b2f355030f6c889212859cdc7410f4,network,True
20130520_20130520,1,5845e42233440c1a0f6846f5d6ae70e9c663cb2088b08099fd418276021c4d0a,network,True
20130521_20130521,1,363df9fe81980dbfff282385cbcc63c4ba698e1071c179dc456bb8491e18a46a,network,True
20130522_20130522,1,dda5f3f048456f37b900baeee9a9883d962437c7feaac4641ec6914a2f9bc3d7,network,True
20130523_20130523,1,41c38b692d4a7ec2bd38b40c0379bc2afdcbab1fffaeea28858e9d66eb6ad571,network,True
20130524_20130524,1,e377f27ccecd4bb112b58fd12e69ac3e4fba7b4324b30b5cdc7f29ec2447afed,network,True
