spec_id,family,parameters,strict_eligible
S4ARB-0358,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0359,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0360,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0361,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0362,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0363,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0364,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0365,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0366,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0367,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0368,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0369,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0370,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0371,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0372,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0373,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0374,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0375,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0376,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0377,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0378,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0379,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0380,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0381,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0382,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0383,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0384,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0385,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0386,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0387,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0388,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0389,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0390,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0391,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0392,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0393,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0394,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0395,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0396,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0397,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0398,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0399,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0400,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0401,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0402,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0403,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0404,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0405,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0406,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0407,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0408,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0409,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0410,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0411,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0412,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0413,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0414,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0415,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0416,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0417,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0418,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0419,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0420,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0421,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0422,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0423,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0424,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0425,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0426,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0427,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0428,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0429,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0430,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0431,sse_four_asset_trend_risk_budget_v1__IM,"{""product"":""IM"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
