spec_id,family,parameters,strict_eligible
S4ARB-0000,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0001,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0002,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0003,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0004,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0005,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0006,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0007,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0008,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0009,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0010,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0011,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0012,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0013,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0014,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0015,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0016,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0017,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0018,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0019,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0020,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0021,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0022,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0023,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0024,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0025,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0026,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0027,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0028,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0029,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0030,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0031,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0032,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0033,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0034,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0035,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0036,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0037,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0038,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0039,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0040,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0041,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0042,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0043,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0044,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0045,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0046,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0047,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0048,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0049,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0050,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0051,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0052,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0053,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0054,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0055,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0056,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0057,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0058,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0059,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0060,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0061,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0062,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0063,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0064,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0065,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0066,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0067,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0068,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0069,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0070,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0071,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0072,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0073,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0074,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0075,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0076,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0077,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0078,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0079,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0080,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0081,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0082,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0083,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0084,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0085,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0086,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0087,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0088,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0089,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0090,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0091,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0092,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0093,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0094,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0095,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0096,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0097,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0098,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0099,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0100,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0101,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0102,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0103,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0104,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0105,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0106,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0107,sse_four_asset_trend_risk_budget_v1__IH,"{""product"":""IH"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0108,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0109,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0110,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0111,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0112,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0113,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0114,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0115,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0116,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0117,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0118,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0119,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0120,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0121,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0122,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0123,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
S4ARB-0124,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.0}",False
S4ARB-0125,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
S4ARB-0126,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.0}",False
S4ARB-0127,sse_four_asset_trend_risk_budget_v1__IF,"{""product"":""IF"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
