spec_id,W12,W24,max_drawdown,infeasible_rate,costs,distance
O2_multiscale_trend_call-047,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-048,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-049,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-050,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-051,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-052,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-053,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-054,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-055,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-056,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-057,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-058,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-059,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-060,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-061,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-062,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-063,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-064,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-065,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-066,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-067,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-068,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-069,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-070,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-071,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-072,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-073,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-074,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-075,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-076,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-077,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-078,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-079,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-080,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-081,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-082,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-083,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-084,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-085,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-086,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-087,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-088,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-089,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-090,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-091,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-092,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-093,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-094,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-095,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-096,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-097,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-098,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-099,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-100,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-101,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-102,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-103,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-104,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-105,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-106,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-107,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-108,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-109,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-110,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-111,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-112,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-113,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-114,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-115,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-116,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-117,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-118,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-119,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-120,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-121,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-122,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-123,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-124,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-125,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-126,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-127,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-128,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-129,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-130,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-131,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-132,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-133,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-134,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-135,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-136,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-137,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-138,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-139,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-140,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-141,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-142,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-143,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-144,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-145,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-146,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-147,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-148,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-149,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-150,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-151,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-152,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-153,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-154,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-155,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-156,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-157,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-158,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-159,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-160,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-161,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-162,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-163,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-164,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-165,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-166,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-167,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-168,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-169,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-170,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-171,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-172,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-173,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-174,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-175,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-176,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-177,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-178,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-179,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-180,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-181,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-182,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-183,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-184,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-185,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-186,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-187,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-188,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-189,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-190,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-191,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-192,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-193,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-194,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-195,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-196,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-197,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-198,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-199,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-200,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-201,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-202,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-203,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-204,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-205,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-206,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-207,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-208,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-209,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-210,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-211,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-212,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-213,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-214,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-215,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-216,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-217,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-218,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-219,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-220,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-221,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-222,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-223,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-224,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-225,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-226,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-227,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-228,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-229,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-230,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-231,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-232,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-233,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-234,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-235,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-236,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-237,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-238,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-239,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-240,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-241,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-242,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-243,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-244,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-245,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-246,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-247,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-248,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-249,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-250,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-251,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-252,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-253,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-254,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-255,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-256,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-257,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-258,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-259,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-260,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-261,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-262,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-263,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-264,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-265,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-266,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-267,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-268,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-269,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-270,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-271,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-272,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-273,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-274,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-275,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-276,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-277,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-278,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-279,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-280,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-281,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-282,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-283,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-284,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-285,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-286,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-287,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-288,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-289,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-290,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-291,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-292,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-293,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-294,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-295,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-296,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-297,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-298,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-299,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-300,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-301,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-302,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-303,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-304,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-305,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-306,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-307,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-308,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-309,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-310,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-311,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-312,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-313,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-314,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-315,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-316,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-317,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-318,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-319,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-320,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-321,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-322,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-323,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-324,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-325,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-326,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-327,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-328,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-329,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-330,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-331,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-332,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-333,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-334,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-335,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-336,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-337,390000.0,720000.0,0.0,1.0,0.0,0.4
O2_multiscale_trend_call-338,390000.0,720000.0,0.0,1.0,0.0,0.4
