spec_id,W12,W24,max_drawdown,infeasible_rate,costs,distance
F2_nav_feasible_activation-053,681990.0000000002,1011990.0000000002,-0.28336393471063615,0.9107142857142857,52.0,0.15667499999999981
F2_nav_feasible_activation-055,667332.0000000002,997332.0000000002,-0.24327011414691846,0.9444444444444444,30.0,0.16888999999999982
F2_nav_feasible_activation-049,659139.0000000002,989139.0000000002,-0.2930451125009157,0.8909090909090909,63.0,0.1757174999999998
F2_nav_feasible_activation-051,645079.0000000002,975079.0000000002,-0.2520952236562609,0.9245283018867925,41.0,0.18743416666666649
F2_nav_feasible_activation-052,630888.0000000002,960888.0000000002,-0.30596889108131897,0.8703703703703703,74.0,0.1992599999999998
F2_nav_feasible_activation-048,630888.0000000002,960888.0000000002,-0.30596889108131897,0.8703703703703703,74.0,0.1992599999999998
F2_nav_feasible_activation-050,621239.0000000002,951239.0000000002,-0.2622888535717859,0.9215686274509803,41.0,0.20730083333333313
F2_nav_feasible_activation-054,621239.0000000002,951239.0000000002,-0.2622888535717859,0.9215686274509803,41.0,0.20730083333333313
F2_nav_feasible_activation-039,619844.0000000001,949844.0000000001,-0.21014624516196057,0.9433962264150944,30.0,0.20846333333333322
F2_nav_feasible_activation-035,602675.0000000001,932675.0000000001,-0.21617180180466034,0.9245283018867925,41.0,0.22277083333333322
F2_nav_feasible_activation-037,597742.0000000001,927742.0000000001,-0.3052850454008287,0.9090909090909091,52.0,0.22688166666666656
F2_nav_feasible_activation-034,592915.0000000001,922915.0000000001,-0.21975372778312563,0.9230769230769231,41.0,0.23090416666666658
F2_nav_feasible_activation-038,592915.0000000001,922915.0000000001,-0.21975372778312563,0.9230769230769231,41.0,0.23090416666666658
F2_nav_feasible_activation-033,588371.0000000001,918371.0000000001,-0.3096254242405392,0.8909090909090909,63.0,0.23469083333333324
F2_nav_feasible_activation-036,584811.0000000001,914811.0000000001,-0.3113068388962701,0.8888888888888888,63.0,0.2376574999999999
F2_nav_feasible_activation-032,584811.0000000001,914811.0000000001,-0.3113068388962701,0.8888888888888888,63.0,0.2376574999999999
F2_nav_feasible_activation-058,523692.0000000002,853692.0000000002,-0.29151397246225996,0.88,30.0,0.2885899999999998
F2_nav_feasible_activation-062,523692.0000000002,853692.0000000002,-0.29151397246225996,0.88,30.0,0.2885899999999998
F2_nav_feasible_activation-059,523692.0000000002,853692.0000000002,-0.2915139724622601,0.88,30.0,0.2885899999999998
F2_nav_feasible_activation-003,522785.99999999977,852785.9999999998,-0.27853102645150574,0.953125,30.0,0.2893450000000002
F2_nav_feasible_activation-006,522785.99999999977,852785.9999999998,-0.27853102645150574,0.953125,30.0,0.2893450000000002
F2_nav_feasible_activation-056,520761.0000000001,850761.0000000001,-0.36948993422702137,0.8461538461538461,41.0,0.2910324999999999
F2_nav_feasible_activation-060,520761.0000000001,850761.0000000001,-0.36948993422702137,0.8461538461538461,41.0,0.2910324999999999
F2_nav_feasible_activation-057,520761.00000000006,850761.0,-0.36948993422702137,0.8461538461538461,41.0,0.2910325
F2_nav_feasible_activation-004,519523.99999999994,849524.0,-0.34992689698224166,0.9242424242424242,52.0,0.29206333333333334
F2_nav_feasible_activation-001,519523.99999999994,849524.0,-0.34992689698224166,0.9242424242424242,52.0,0.29206333333333334
F2_nav_feasible_activation-043,494004.0,824004.0,-0.26278049504641077,0.9117647058823529,30.0,0.31333
F2_nav_feasible_activation-042,494004.0,824004.0,-0.26278049504641077,0.9117647058823529,30.0,0.31333
F2_nav_feasible_activation-046,494004.0,824004.0,-0.26278049504641077,0.9117647058823529,30.0,0.31333
F2_nav_feasible_activation-000,480212.99999999994,810213.0,-0.3740848127652924,0.90625,63.0,0.3248225
F2_nav_feasible_activation-002,465414.9999999998,795414.9999999998,-0.31077130423027977,0.9354838709677419,41.0,0.33715416666666687
F2_nav_feasible_activation-014,449046.0,779046.0,-0.2840730162984303,0.9361702127659575,30.0,0.350795
F2_nav_feasible_activation-010,449046.0,779046.0,-0.2840730162984303,0.9361702127659575,30.0,0.350795
F2_nav_feasible_activation-041,441193.0000000001,771193.0000000001,-0.39863968699518093,0.8857142857142857,41.0,0.3573391666666666
F2_nav_feasible_activation-044,441193.0000000001,771193.0000000001,-0.39863968699518093,0.8857142857142857,41.0,0.3573391666666666
F2_nav_feasible_activation-040,441193.0000000001,771193.0000000001,-0.39863968699518093,0.8857142857142857,41.0,0.3573391666666666
F2_nav_feasible_activation-031,439339.9999999999,769339.9999999999,-0.19975189966784213,0.8979591836734694,52.0,0.35888333333333344
F2_nav_feasible_activation-027,439339.9999999999,769339.9999999999,-0.19975189966784213,0.8979591836734694,52.0,0.35888333333333344
F2_nav_feasible_activation-030,421925.9999999999,751925.9999999999,-0.20772826549849432,0.8666666666666667,63.0,0.3733950000000001
F2_nav_feasible_activation-013,418030.9999999999,748030.9999999999,-0.09753536770723725,0.9418604651162791,52.0,0.3766408333333334
F2_nav_feasible_activation-045,417742.0000000002,747742.0000000002,-0.15464097280405786,0.9305555555555556,52.0,0.37688166666666645
F2_nav_feasible_activation-015,412292.99999999994,742293.0,-0.09886184796829667,0.9642857142857143,30.0,0.3814225
F2_nav_feasible_activation-047,409924.00000000006,739924.0,-0.15742798391856005,0.9571428571428572,30.0,0.38339666666666666
F2_nav_feasible_activation-025,405174.9999999998,735174.9999999998,-0.32968754189494776,0.8627450980392157,74.0,0.3873541666666669
F2_nav_feasible_activation-029,405174.9999999998,735174.9999999998,-0.32968754189494776,0.8627450980392157,74.0,0.3873541666666669
F2_nav_feasible_activation-017,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-022,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-020,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-019,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-023,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-021,398924.0,728924.0,-3.809523809528148e-05,0.9682539682539683,19.0,0.3925633333333333
F2_nav_feasible_activation-011,395112.0,725112.0,-0.19902666666666669,0.9516129032258065,30.0,0.39574
F2_nav_feasible_activation-016,391685.99999999994,721686.0,-0.05547824051192696,0.9347826086956522,30.0,0.398595
F2_nav_feasible_activation-024,391685.99999999994,721686.0,-0.05547824051192696,0.8636363636363636,30.0,0.398595
F2_nav_feasible_activation-063,391267.0000000001,721267.0000000001,-0.1630326463905607,0.9696969696969697,19.0,0.39894416666666654
F2_nav_feasible_activation-026,390737.0,720737.0,-0.06164971516270823,0.9047619047619048,19.0,0.39938583333333333
F2_nav_feasible_activation-018,390737.0,720737.0,-0.06164971516270823,0.9555555555555556,19.0,0.39938583333333333
F2_nav_feasible_activation-008,388374.99999999994,718375.0,-0.44602067502685405,0.9166666666666666,41.0,0.4013541666666667
F2_nav_feasible_activation-012,388374.99999999994,718375.0,-0.44602067502685405,0.9166666666666666,41.0,0.4013541666666667
F2_nav_feasible_activation-028,384632.99999999977,714632.9999999998,-0.344434692076772,0.8125,96.0,0.4044725000000002
F2_nav_feasible_activation-009,366839.99999999994,696840.0,-0.12243666666666664,0.927710843373494,63.0,0.4193
F2_nav_feasible_activation-005,344558.0,690701.0000000001,-0.13423170837256515,0.9504950495049505,63.0,0.4244158333333332
F2_nav_feasible_activation-007,325548.99999999994,677763.0,-0.16297267638530955,0.9696969696969697,41.0,0.4351975
F2_nav_feasible_activation-061,281631.00000000006,515721.9999999998,-0.42544658778546307,0.958904109589041,162.0,0.5702316666666669
