spec_id,deposit_timing,first_feasible_month,feasible_date_rate,W12,W24,futures_pnl,margin_peak,margin_mean,margin_to_nav_peak,reject_free_cash_insufficient,reject_nav_multiple_gate,reject_prior_day_volume,reject_limit_price,reject_contract_unavailable,reject_expiry_roll_unavailable,reject_other,monthly_reject_json,margin_calls,forced_liquidations,rolls,fees,max_drawdown,asset_identity_failures,etf_codes_traded,dual_target_pass,daily_ledger_sha256,daily_ledger_rows
S4ARB-0168,beginning,2025-07,0.025423728813559324,395754.38366000005,830430.64491,51102.000000000044,242280.0,62741.146391752576,0.3845536930509468,2,112,0,1,0,0,0,"{""202404"":{""nav_multiple_gate"":18},""202405"":{""nav_multiple_gate"":20},""202406"":{""nav_multiple_gate"":5},""202407"":{""nav_multiple_gate"":1},""202409"":{""nav_multiple_gate"":3},""202410"":{""limit_price"":1,""nav_multiple_gate"":17},""202411"":{""nav_multiple_gate"":21},""202412"":{""nav_multiple_gate"":20},""202502"":{""nav_multiple_gate"":3},""202503"":{""nav_multiple_gate"":4},""202506"":{""free_cash_insufficient"":2}}",0,0,2,1062.4750900000001,-0.03226190958863295,0,"510300,510880,518880,511010",False,04fb74b0c9b40c26b3a15e23c96d6168ef1ebe4e9e75e66375136096145e1fef,485
S4ARB-0168,ending,2025-07,0.025423728813559324,393546.41977000004,823165.66946,51102.000000000044,242280.0,62741.146391752576,0.40777406081153295,2,112,0,1,0,0,0,"{""202404"":{""nav_multiple_gate"":18},""202405"":{""nav_multiple_gate"":20},""202406"":{""nav_multiple_gate"":5},""202407"":{""nav_multiple_gate"":1},""202409"":{""nav_multiple_gate"":3},""202410"":{""limit_price"":1,""nav_multiple_gate"":17},""202411"":{""nav_multiple_gate"":21},""202412"":{""nav_multiple_gate"":20},""202502"":{""nav_multiple_gate"":3},""202503"":{""nav_multiple_gate"":4},""202506"":{""free_cash_insufficient"":2}}",0,0,2,987.13054,-0.03052691314371725,0,"510300,510880,518880,511010",False,ecea1a16c77b4f8a90c91dc8472eb619b50bc870db009b5a8a198abcd4096ae4,485
