spec_id,family,deposit_timing,W12,W24,max_drawdown,infeasible_rate,attempts,costs,margin_calls,asset_identity_failures,evidence_tier,sample_size_gate,dual_target_pass
O3_drawdown_protective_put-000,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-000,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-001,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-001,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-002,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-002,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-003,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-003,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-004,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-004,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-005,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-005,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-006,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-006,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-007,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-007,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,210,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-008,O3_drawdown_protective_put,beginning,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
O3_drawdown_protective_put-008,O3_drawdown_protective_put,ending,390000.0,720000.0,0.0,1.0,298,0.0,0,0,free_real_approx_daily_open_no_quotes,False,False
